speechocean
WAVE/SPEAKER9646/096460021.WAV	55168
WAVE/SPEAKER0131/001310129.WAV	55712
WAVE/SPEAKER3002/030020065.WAV	42080
WAVE/SPEAKER1419/014190073.WAV	61760
WAVE/SPEAKER6121/061210069.WAV	59216
WAVE/SPEAKER1435/014350012.WAV	56400
WAVE/SPEAKER9630/096300011.WAV	52512
WAVE/SPEAKER1362/013620027.WAV	64800
WAVE/SPEAKER0006/000060077.WAV	48800
WAVE/SPEAKER9628/096280013.WAV	159792
WAVE/SPEAKER1012/010120219.WAV	55040
WAVE/SPEAKER9649/096490016.WAV	95360
WAVE/SPEAKER0135/001350124.WAV	71712
WAVE/SPEAKER2061/020610302.WAV	65120
WAVE/SPEAKER1418/014180160.WAV	53920
WAVE/SPEAKER2282/022820062.WAV	64352
WAVE/SPEAKER0103/001030121.WAV	51296
WAVE/SPEAKER1012/010120008.WAV	51520
WAVE/SPEAKER0026/000260048.WAV	40832
WAVE/SPEAKER0145/001450142.WAV	34208
WAVE/SPEAKER3423/034230079.WAV	48480
WAVE/SPEAKER3837/038370170.WAV	54720
WAVE/SPEAKER8585/085850108.WAV	65760
WAVE/SPEAKER2981/029810349.WAV	61440
WAVE/SPEAKER0048/000480134.WAV	37552
WAVE/SPEAKER1419/014190095.WAV	55680
WAVE/SPEAKER9625/096250009.WAV	71056
WAVE/SPEAKER2380/023800277.WAV	48768
WAVE/SPEAKER6048/060480005.WAV	58032
WAVE/SPEAKER3088/030880173.WAV	47632
WAVE/SPEAKER9609/096090001.WAV	191120
WAVE/SPEAKER0056/000560033.WAV	51696
WAVE/SPEAKER2450/024500268.WAV	71632
WAVE/SPEAKER3088/030880067.WAV	56960
WAVE/SPEAKER5551/055510100.WAV	50528
WAVE/SPEAKER9607/096070007.WAV	97744
WAVE/SPEAKER9630/096300007.WAV	62304
WAVE/SPEAKER5401/054010004.WAV	83680
WAVE/SPEAKER9615/096150027.WAV	104336
WAVE/SPEAKER0103/001030008.WAV	52560
WAVE/SPEAKER9606/096060001.WAV	89920
WAVE/SPEAKER6912/069120106.WAV	51184
WAVE/SPEAKER9070/090700042.WAV	60800
WAVE/SPEAKER1362/013620108.WAV	79040
WAVE/SPEAKER1407/014070304.WAV	67600
WAVE/SPEAKER0131/001310122.WAV	79696
WAVE/SPEAKER9646/096460013.WAV	64400
WAVE/SPEAKER1309/013090076.WAV	47680
WAVE/SPEAKER1372/013720167.WAV	49120
WAVE/SPEAKER1362/013620140.WAV	76000
WAVE/SPEAKER0104/001040067.WAV	80000
WAVE/SPEAKER9646/096460005.WAV	123168
WAVE/SPEAKER9616/096160010.WAV	96992
WAVE/SPEAKER0054/000540062.WAV	58720
WAVE/SPEAKER5408/054080167.WAV	57600
WAVE/SPEAKER4005/040050060.WAV	58304
WAVE/SPEAKER5401/054010105.WAV	54752
WAVE/SPEAKER1197/011970075.WAV	73280
WAVE/SPEAKER5551/055510061.WAV	61504
WAVE/SPEAKER9614/096140005.WAV	94656
WAVE/SPEAKER9607/096070012.WAV	52912
WAVE/SPEAKER6912/069120061.WAV	51840
WAVE/SPEAKER7551/075510144.WAV	65600
WAVE/SPEAKER1092/010920070.WAV	59200
